UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE SEX,PH CANDIDATE AGE,PH VOTE,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS
P.111_N.49_111/49/10_4,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/10,BUKIT JATI,SEKOLAH RENDAH AGAMA KAMPUNG JAWA,4,200,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,46,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,153,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,1,200,0,0
P.111_N.49_111/49/10_5,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/10,BUKIT JATI,SEKOLAH RENDAH AGAMA KAMPUNG JAWA,5,193,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,46,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,143,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,4,193,0,0
P.111_N.49_111/49/10_6,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/10,BUKIT JATI,SEKOLAH RENDAH AGAMA KAMPUNG JAWA,6,180,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,50,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,129,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,0,179,1,0
P.111_N.49_111/49/11_1,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/11,TAMAN SERI ANDALAS 3,SEKOLAH JENIS KEBANGSAAN (TAMIL) SIMPANG LIMA,1,188,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,71,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,114,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,3,188,0,0
P.111_N.49_111/49/11_2,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/11,TAMAN SERI ANDALAS 3,SEKOLAH JENIS KEBANGSAAN (TAMIL) SIMPANG LIMA,2,173,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,67,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,104,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,0,171,2,0
P.111_N.49_111/49/11_3,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/11,TAMAN SERI ANDALAS 3,SEKOLAH JENIS KEBANGSAAN (TAMIL) SIMPANG LIMA,3,199,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,73,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,125,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,0,198,1,0
P.111_N.49_111/49/11_4,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/11,TAMAN SERI ANDALAS 3,SEKOLAH JENIS KEBANGSAAN (TAMIL) SIMPANG LIMA,4,215,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,80,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,134,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,1,215,0,0
P.111_N.49_111/49/11_5,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/11,TAMAN SERI ANDALAS 3,SEKOLAH JENIS KEBANGSAAN (TAMIL) SIMPANG LIMA,5,165,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,82,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,81,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,2,165,0,0
P.111_N.49_111/49/11_6,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/11,TAMAN SERI ANDALAS 3,SEKOLAH JENIS KEBANGSAAN (TAMIL) SIMPANG LIMA,6,174,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,72,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,100,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,2,174,0,0
P.111_N.49_111/49/11_7,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/11,TAMAN SERI ANDALAS 3,SEKOLAH JENIS KEBANGSAAN (TAMIL) SIMPANG LIMA,7,179,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,72,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,106,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,1,179,0,0
P.111_N.49_111/49/12_1,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/12,JALAN RAYA TIMUR,"SEKOLAH MENENGAH (PSDN) CHUNG HUA, JALAN KOTA RAJA KLANG",1,109,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,20,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,89,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,0,109,0,0
P.111_N.49_111/49/13_1,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/13,BANDAR PUTERI KLANG,DEWAN SERBAGUNA KLANG JAYA,1,139,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,54,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,78,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,4,136,3,0
P.111_N.49_111/49/13_2,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/13,BANDAR PUTERI KLANG,DEWAN SERBAGUNA KLANG JAYA,2,158,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,27,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,126,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,3,156,2,0
P.111_N.49_111/49/13_3,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/13,BANDAR PUTERI KLANG,DEWAN SERBAGUNA KLANG JAYA,3,265,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,67,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,196,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,1,264,1,0
P.111_N.49_111/49/13_4,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/13,BANDAR PUTERI KLANG,DEWAN SERBAGUNA KLANG JAYA,4,246,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,52,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,193,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,1,246,0,0
P.111_N.49_111/49/13_5,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/13,BANDAR PUTERI KLANG,DEWAN SERBAGUNA KLANG JAYA,5,211,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,57,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,153,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,1,211,0,0
P.111_N.49_111/49/13_6,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/13,BANDAR PUTERI KLANG,DEWAN SERBAGUNA KLANG JAYA,6,144,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,25,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,118,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,1,144,0,0
P.111_N.49_111/49/13_7,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/13,BANDAR PUTERI KLANG,DEWAN SERBAGUNA KLANG JAYA,7,167,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,35,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,131,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,1,167,0,0
P.111_N.49_111/49/14_1,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/14,JALAN KEBUN,SEKOLAH KEBANGSAAN JALAN KEBUN,1,235,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,109,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,121,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,3,233,2,0
P.111_N.49_111/49/14_2,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/14,JALAN KEBUN,SEKOLAH KEBANGSAAN JALAN KEBUN,2,256,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,118,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,136,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,1,255,1,0
P.111_N.49_111/49/14_3,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/14,JALAN KEBUN,SEKOLAH KEBANGSAAN JALAN KEBUN,3,402,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,165,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,234,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,1,400,2,0
P.111_N.49_111/49/14_4,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/14,JALAN KEBUN,SEKOLAH KEBANGSAAN JALAN KEBUN,4,373,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,145,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,227,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,0,372,1,0
P.111_N.49_111/49/14_5,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/14,JALAN KEBUN,SEKOLAH KEBANGSAAN JALAN KEBUN,5,334,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,123,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,210,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,0,333,1,0
P.111_N.49_111/49/14_6,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/14,JALAN KEBUN,SEKOLAH KEBANGSAAN JALAN KEBUN,6,329,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,129,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,198,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,1,328,1,0
P.111_N.49_111/49/14_7,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/14,JALAN KEBUN,SEKOLAH KEBANGSAAN JALAN KEBUN,7,321,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,127,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,192,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,0,319,2,0
P.111_N.49_111/49/14_8,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/14,JALAN KEBUN,SEKOLAH KEBANGSAAN JALAN KEBUN,8,316,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,114,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,199,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,1,314,2,0
P.111_N.49_111/49/15_1,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/15,JOHAN SETIA,SEKOLAH KEBANGSAAN KAMPUNG JOHAN SETIA KLANG,1,217,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,141,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,72,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,1,214,3,0
P.111_N.49_111/49/15_2,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/15,JOHAN SETIA,SEKOLAH KEBANGSAAN KAMPUNG JOHAN SETIA KLANG,2,214,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,118,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,94,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,1,213,1,0
P.111_N.49_111/49/15_3,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/15,JOHAN SETIA,SEKOLAH KEBANGSAAN KAMPUNG JOHAN SETIA KLANG,3,334,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,158,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,172,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,0,330,4,0
P.111_N.49_111/49/15_4,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/15,JOHAN SETIA,SEKOLAH KEBANGSAAN KAMPUNG JOHAN SETIA KLANG,4,319,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,158,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,158,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,0,316,3,0
P.111_N.49_111/49/15_5,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/15,JOHAN SETIA,SEKOLAH KEBANGSAAN KAMPUNG JOHAN SETIA KLANG,5,295,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,165,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,128,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,0,293,2,0
P.111_N.49_111/49/15_6,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/15,JOHAN SETIA,SEKOLAH KEBANGSAAN KAMPUNG JOHAN SETIA KLANG,6,268,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,129,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,137,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,0,266,2,0
P.111_N.49_111/49/15_7,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/15,JOHAN SETIA,SEKOLAH KEBANGSAAN KAMPUNG JOHAN SETIA KLANG,7,242,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,122,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,118,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,0,240,2,0
P.111_N.49_111/49/15_8,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/15,JOHAN SETIA,SEKOLAH KEBANGSAAN KAMPUNG JOHAN SETIA KLANG,8,242,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,100,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,140,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,2,242,0,0
P.111_N.49_111/49/15_9,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/15,JOHAN SETIA,SEKOLAH KEBANGSAAN KAMPUNG JOHAN SETIA KLANG,9,238,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,99,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,139,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,0,238,0,0
P.111_N.49_111/49/16_1,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/16,SERI GAMBUT,SEKOLAH RENDAH AGAMA BUKIT NAGA BATU 6 KLANG,1,233,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,151,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,79,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,0,230,3,0
P.111_N.49_111/49/16_2,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/16,SERI GAMBUT,SEKOLAH RENDAH AGAMA BUKIT NAGA BATU 6 KLANG,2,208,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,109,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,97,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,0,206,2,0
P.111_N.49_111/49/16_3,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/16,SERI GAMBUT,SEKOLAH RENDAH AGAMA BUKIT NAGA BATU 6 KLANG,3,302,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,160,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,142,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,0,302,0,0
P.111_N.49_111/49/17_1,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/17,KAMPUNG BUKIT NAGA,"SEKOLAH KEBANGSAAN BUKIT NAGA BATU 6, KAMPUNG BUKIT NAGA KLANG",1,265,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,183,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,80,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,1,264,1,0
P.111_N.49_111/49/17_2,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/17,KAMPUNG BUKIT NAGA,"SEKOLAH KEBANGSAAN BUKIT NAGA BATU 6, KAMPUNG BUKIT NAGA KLANG",2,213,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,100,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,111,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,0,211,2,0
P.111_N.49_111/49/17_3,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/17,KAMPUNG BUKIT NAGA,"SEKOLAH KEBANGSAAN BUKIT NAGA BATU 6, KAMPUNG BUKIT NAGA KLANG",3,236,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,114,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,121,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,0,235,1,0
P.111_N.49_111/49/17_4,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/17,KAMPUNG BUKIT NAGA,"SEKOLAH KEBANGSAAN BUKIT NAGA BATU 6, KAMPUNG BUKIT NAGA KLANG",4,216,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,99,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,114,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,2,215,1,0
P.111_N.49_111/49/18_1,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/18,HAJI HUSIN JALAN KEBUN,SEKOLAH RENDAH AGAMA JALAN KEBUN,1,256,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,125,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,120,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,2,247,9,0
P.111_N.49_111/49/18_2,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/18,HAJI HUSIN JALAN KEBUN,SEKOLAH RENDAH AGAMA JALAN KEBUN,2,231,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,113,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,115,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,0,228,3,0
P.111_N.49_111/49/18_3,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/18,HAJI HUSIN JALAN KEBUN,SEKOLAH RENDAH AGAMA JALAN KEBUN,3,345,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,146,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,194,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,0,340,5,0
P.111_N.49_111/49/18_4,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/18,HAJI HUSIN JALAN KEBUN,SEKOLAH RENDAH AGAMA JALAN KEBUN,4,285,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,134,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,151,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,0,285,0,0
P.111_N.49_111/49/19_1,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/19,TAMAN BERJAYA,SEKOLAH MENENGAH KEBANGSAAN JALAN KEBUN,1,245,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,91,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,154,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,0,245,0,0
P.111_N.49_111/49/19_2,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/19,TAMAN BERJAYA,SEKOLAH MENENGAH KEBANGSAAN JALAN KEBUN,2,182,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,65,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,113,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,0,178,4,0
P.111_N.49_111/49/19_3,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/19,TAMAN BERJAYA,SEKOLAH MENENGAH KEBANGSAAN JALAN KEBUN,3,190,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,62,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,128,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,0,190,0,0
P.111_N.49_111/49/19_4,SELANGOR,ORDINARY VOTE,P.111,KOTA RAJA,N.49,SUNGAI KANDIS,111/49/19,TAMAN BERJAYA,SEKOLAH MENENGAH KEBANGSAAN JALAN KEBUN,4,179,UMNO,DATO' LOKMAN NOOR BIN ADAM,MALE,45,61,PKR,MOHD ZAWAWI BIN AHMAD MUGHNI,MALE,48,117,INDEPENDENT - PEN,K. MURTHY PJK,MALE,60,1,179,0,0
